cyclone,district,lon,lat,source
Yaas,Bhadrak,86.91294696961204,20.843654453189465,Sentinel-1 SAR change detection (Module 08)
Yaas,Baleshwar,87.32742964170478,21.598239291849865,Sentinel-1 SAR change detection (Module 08)
Yaas,Cuttack,85.86407404387408,20.55125282820856,Sentinel-1 SAR change detection (Module 08)
Yaas,Puri,86.31925039833745,19.95674777317826,Sentinel-1 SAR change detection (Module 08)
Yaas,Baleshwar,87.01697187951308,21.464030988402406,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.69627332308241,20.83233568060956,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.75125021847052,21.081618171952726,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.71163451444086,20.8792277384406,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.70705310649184,20.81023712462022,Sentinel-1 SAR change detection (Module 08)
Yaas,Jagatsinghpur,86.418154911119,20.1817757518502,Sentinel-1 SAR change detection (Module 08)
Yaas,Kendrapara,86.50223722171259,20.67737629409894,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.6563881244675,20.92719777461258,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.72834317872548,21.03391763036598,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.64749480315471,20.91992142081121,Sentinel-1 SAR change detection (Module 08)
Yaas,Jagatsinghpur,86.50196772712735,20.20818622120332,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.59332639152231,20.87895824385536,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.73993144589062,20.78086221482951,Sentinel-1 SAR change detection (Module 08)
Yaas,Puri,85.49244101083384,19.720401021926417,Sentinel-1 SAR change detection (Module 08)
Yaas,Kendrapara,86.74586032676581,20.55933766576564,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.71136501985562,20.8792277384406,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.74666881052151,20.843115464018997,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.5887449835733,20.89997882150376,Sentinel-1 SAR change detection (Module 08)
Yaas,Jagatsinghpur,86.42731772701703,20.107934235495577,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.68630202342868,21.02664127656461,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.78709299830689,20.83772557231428,Sentinel-1 SAR change detection (Module 08)
Yaas,Bhadrak,86.71459895487845,21.03391763036598,Sentinel-1 SAR change detection (Module 08)
Yaas,Kendrapara,86.82886465901845,20.60380427232955,Sentinel-1 SAR change detection (Module 08)
Yaas,Kendrapara,86.6458778356433,20.565805535811297,Sentinel-1 SAR change detection (Module 08)
Yaas,Kendrapara,86.98059011050624,20.745827918748848,Sentinel-1 SAR change detection (Module 08)
Yaas,Jagatsinghpur,86.41545996526665,20.165875571321287,Sentinel-1 SAR change detection (Module 08)
